indicator_key,var_id,kode_wilayah,th_id,turvar_id,turth_id,data_key,source_domain,nilai,last_update,artifact_path,snapshot_id
poverty_rate,192,1700,124,434,62,170019243412462,0000,12.52,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2024.json,bps-data-8c5cb32173251389
poverty_rate,192,1800,121,432,61,180019243212161,0000,9.29,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2021.json,bps-data-389fbfd995754e0e
poverty_rate,192,1800,121,432,62,180019243212162,0000,8.5,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2021.json,bps-data-389fbfd995754e0e
poverty_rate,192,1800,121,433,61,180019243312161,0000,14.18,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2021.json,bps-data-389fbfd995754e0e
poverty_rate,192,1800,121,433,62,180019243312162,0000,13.18,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2021.json,bps-data-389fbfd995754e0e
poverty_rate,192,1800,121,434,61,180019243412161,0000,12.62,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2021.json,bps-data-389fbfd995754e0e
poverty_rate,192,1800,121,434,62,180019243412162,0000,11.67,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2021.json,bps-data-389fbfd995754e0e
poverty_rate,192,1800,122,432,61,180019243212261,0000,8.31,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2022.json,bps-data-e46aa53d43b00c96
poverty_rate,192,1800,122,432,62,180019243212262,0000,8.34,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2022.json,bps-data-e46aa53d43b00c96
poverty_rate,192,1800,122,433,61,180019243312261,0000,13.14,2026-02-05 13:03:51,results\api\extract\data\dynamic_poverty_rate_2022.json,bps-data-e46aa53d43b00c96
